1	LESLEY STAHL	Do you still think that climate change is a hoax?
2	TRUMP	I think something's happening.
3	TRUMP	Something's changing and it'll change back again.
4	TRUMP	I don't think it's a hoax, I think there's probably a difference.
5	TRUMP	But I don't know that it's manmade.
6	TRUMP	I will say this.
7	TRUMP	I don't wanna give trillions and trillions of dollars.
8	TRUMP	I don't wanna lose millions and millions of jobs.
9	TRUMP	I don't wanna be put at a disadvantage.
10	LESLEY STAHL	I wish you could go to Greenland, watch these huge chunks of ice just falling into the ocean, raising the sea levels.
11	TRUMP	And you don't know whether or not that would have happened with or without man.
12	TRUMP	You don't know.
13	LESLEY STAHL	Well, your scientists, your scientists--
14	TRUMP	No, we have--
15	LESLEY STAHL	At NOAA and NASA--
16	TRUMP	We have scientists that disagree with that.
17	LESLEY STAHL	You know, I was thinking what if he said, "No, I've seen the hurricane situations, I've changed my mind. There really is climate change."
18	LESLEY STAHL	And I thought, "Wow, what an impact."
19	TRUMP	Well-- I'm not denying.
20	LESLEY STAHL	What an impact that would make.
21	TRUMP	I'm not denying climate change.
22	TRUMP	But it could very well go back.
23	TRUMP	You know, we're talkin' about over a millions--
24	LESLEY STAHL	But that's denying it.
25	TRUMP	--of years.
26	TRUMP	They say that we had hurricanes that were far worse than what we just had with Michael.
27	LESLEY STAHL	Who says that?
28	LESLEY STAHL	"They say?"
29	TRUMP	People say.
30	TRUMP	People say that in the--
31	LESLEY STAHL	Yeah, but what about the scientists who say it's worse than ever?
32	TRUMP	You'd have to show me the scientists because they have a very big political agenda, Lesley.
33	LESLEY STAHL	I can't bring them in.
34	TRUMP	Look, scientists also have a political agenda.
35	LESLEY STAHL	Jamal Khashoggi, the journalist--
36	TRUMP	Yes.
37	TRUMP	Yes.
38	LESLEY STAHL	--the Saudi journalist, was he murdered by the Saudis?
39	LESLEY STAHL	And did the prince give the order to kill him?
40	TRUMP	Nobody knows yet, but we'll probably be able to find out.
41	TRUMP	It's being investigated.
42	TRUMP	It's being looked at very, very strongly.
43	TRUMP	And we would be very upset and angry if that were the case.
44	TRUMP	As of this moment, they deny it.
45	TRUMP	And den-- deny it vehemently.
46	TRUMP	Could it be them?
47	TRUMP	Yes.
48	LESLEY STAHL	Jared, your son-in-law.
49	LESLEY STAHL	Got on the phone and asked the prince.
50	LESLEY STAHL	Did he deny it?
51	LESLEY STAHL	Did he--
52	TRUMP	They deny it.
53	TRUMP	They deny it every way you can imagine.
54	TRUMP	In the not-too-distant future, I think we'll know an answer.
55	LESLEY STAHL	What are you options?
56	LESLEY STAHL	Let's say they did.
57	LESLEY STAHL	What are your options?
58	LESLEY STAHL	Would you consider imposing sanctions, as a bipartisan group of senators have proposed?
59	TRUMP	Well, it depends on what the sanction is.
60	TRUMP	I'll give ya an example.
61	TRUMP	They are ordering military equipment.
62	TRUMP	Everybody in the world wanted that order.
63	TRUMP	Russia wanted it, China wanted it, we wanted it.
64	TRUMP	We got it.
65	LESLEY STAHL	So would you cut that off--
66	TRUMP	I tell you what I don't wanna do.
67	TRUMP	Boeing, Lockheed, Raytheon, all these com-- I don't wanna hurt jobs.
68	TRUMP	I don't wanna lose an order like that.
69	TRUMP	There are other ways of-- punishing, to use a word that's a pretty harsh word, but it's true.
70	LESLEY STAHL	Tell everybody what's at stake here.
71	LESLEY STAHL	You know---
72	TRUMP	Well, there's a lot at stake.
73	TRUMP	There's a lot at stake.
74	TRUMP	And maybe especially so because this man was a reporter.
75	TRUMP	There's something-- you'll be surprised to hear me say that.
76	TRUMP	There's something really terrible and disgusting about that, if that were the case.
77	TRUMP	So we're gonna have to see.
78	TRUMP	We're going to get to the bottom of it and there will be severe punishment.
79	LESLEY STAHL	You've had a string of wins lately.
80	LESLEY STAHL	Let's see, the economy, the d-- the trade deal-
81	TRUMP	Right.
82	LESLEY STAHL	With Canada and Mexico, Kavanaugh--
83	TRUMP	And South Korea.
84	LESLEY STAHL	And South Korea.
85	LESLEY STAHL	And Kavanaugh, the confirmation.
86	TRUMP	There has been no administration in the history of our country, and I say this openly and proudly, that in its first two years--
87	LESLEY STAHL	Say, this is modesty.
88	TRUMP	Well, it's not even that, it's a fact Tax cuts, regulation cuts, the biggest regulations cuts in history.
89	LESLEY STAHL	What about North Korea?
90	LESLEY STAHL	Talking about accom--
91	TRUMP	Well, I consider it a, so far, great achievement.
92	TRUMP	Look, we--
93	LESLEY STAHL	You say "so far"?
94	TRUMP	It's always so far, til everything's done.
95	TRUMP	I-- I-- you know, deals are deals, okay?
96	TRUMP	Whether it's a real estate deal or a retail deal, it doesn't matter.
97	TRUMP	But I will say this.
98	TRUMP	The day before I came in, we were goin' to war with North Korea.
99	TRUMP	I sat with President Obama--
100	LESLEY STAHL	We were goin' to war?
101	TRUMP	--and-- we were gonna--I think it was going to end up in war.
102	TRUMP	And my impression is-- and even in my first few months, I mean, that rhetoric was as tough as it could possibly get.
103	TRUMP	Doesn't get any tougher than that.
104	TRUMP	Nobody's ever heard rhetoric that tough.
105	TRUMP	We were going to war with North Korea.
106	TRUMP	Now, you don't hear that.
107	TRUMP	You don't hear any talk of it.
108	TRUMP	And he doesn't wanna go to war, and we don't wanna go to war, and he understands denuclearization and he's agreed to it.
109	TRUMP	And you see that, he's agreed to it.
110	TRUMP	No missiles.
111	LESLEY STAHL	Do you trust him?
112	TRUMP	I do trust him, yeah, I trust him.
113	TRUMP	That doesn't mean I can't be proven wrong --
114	LESLEY STAHL	Why would--
115	TRUMP	about it?
116	LESLEY STAHL	you trust him?
117	TRUMP	Well, first of all, if I didn't trust him, I wouldn't say that to you.
118	TRUMP	Wouldn't I be foolish to tell you right here, on 60 Minutes--
119	LESLEY STAHL	Well, remember what Reagan said.
120	LESLEY STAHL	"Trust, but verify."
121	TRUMP	Sure.
122	TRUMP	I know.
123	TRUMP	It's-- it's very true.
124	TRUMP	But the fact is, I do trust him.
125	TRUMP	But we'll see what happens.
